ts,humidity1,humidity2,humidity3,humidity4,humidity5,humidity6,humidity7,humidity8,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8
2024-04-18 00:02,48.48,51.15,51.15,51.67,42.82,50.33,43.0,53.44,18.17,17.41,16.9,16.5,19.48,17.47,18.35,17.2
2024-04-18 00:04,46.35,49.07,50.83,51.68,40.88,48.44,42.28,53.58,18.3,17.43,16.9,16.42,19.62,17.39,18.51,17.1
2024-04-18 00:06,45.56,48.66,50.69,51.74,39.97,48.18,41.77,53.7,18.2,17.19,16.83,16.29,19.7,17.1,18.62,17.03
2024-04-18 00:08,45.34,48.68,50.72,51.94,39.4,48.3,41.39,53.86,18.08,16.98,16.72,16.18,19.71,16.88,18.71,16.93
2024-04-18 00:10,45.61,49.26,51.22,52.43,39.18,48.84,41.29,54.19,17.94,16.76,16.77,16.29,19.8,16.65,18.96,17.03
2024-04-18 00:12,45.58,49.6,50.37,51.2,39.06,49.25,40.33,53.44,17.98,16.68,17.08,16.68,19.81,16.51,19.34,17.29
2024-04-18 00:14,45.25,49.55,49.51,50.21,38.83,49.38,39.65,52.72,18.0,16.6,17.39,17.0,19.87,16.43,19.59,17.5
2024-04-18 00:16,45.27,49.61,48.67,49.4,38.68,49.56,39.05,52.18,18.0,16.6,17.65,17.25,19.9,16.36,19.82,17.67
2024-04-18 00:18,45.2,49.71,48.33,49.19,38.63,49.73,38.87,52.14,17.99,16.53,17.65,17.2,19.93,16.3,19.77,17.59
2024-04-18 00:20,45.27,49.7,48.49,49.44,38.41,49.63,38.85,52.28,17.91,16.5,17.56,17.06,20.0,16.31,19.73,17.5
2024-04-18 00:22,45.53,49.81,48.79,49.98,38.35,49.61,38.88,52.58,17.82,16.5,17.44,16.9,20.03,16.3,19.75,17.43
2024-04-18 00:24,45.61,49.91,48.97,50.23,38.15,49.62,38.59,52.22,17.79,16.4,17.37,16.76,20.1,16.3,19.93,17.62
2024-04-18 00:27,45.72,49.98,49.07,50.3,38.03,49.55,37.38,51.2,17.7,16.38,17.28,16.7,20.14,16.3,20.5,17.94
2024-04-18 00:29,45.93,50.23,49.39,50.72,37.92,49.65,36.52,50.62,17.67,16.3,17.14,16.56,20.2,16.3,20.9,18.15
2024-04-18 00:31,46.21,50.39,49.58,50.95,37.78,49.64,35.79,50.12,17.56,16.27,17.04,16.45,20.3,16.3,21.21,18.28
2024-04-18 00:33,46.26,50.44,49.98,51.41,37.68,49.5,35.27,49.82,17.56,16.26,16.98,16.36,20.3,16.36,21.46,18.42
2024-04-18 00:35,46.32,50.59,49.9,50.96,37.67,49.53,34.83,49.61,17.61,16.3,17.16,16.72,20.37,16.4,21.78,18.59
2024-04-18 00:37,46.04,50.38,49.27,50.26,37.45,49.32,34.2,48.84,17.68,16.3,17.26,16.78,20.4,16.4,22.02,18.79
2024-04-18 00:39,45.83,50.18,49.16,50.38,37.27,49.15,33.82,48.44,17.68,16.3,17.19,16.63,20.41,16.4,22.12,18.81
2024-04-18 00:41,45.84,50.18,49.36,50.62,37.32,49.12,33.5,48.2,17.64,16.3,17.11,16.5,20.4,16.4,22.23,18.91
2024-04-18 00:43,45.8,50.12,49.53,50.96,37.26,48.98,33.28,48.01,17.66,16.3,17.0,16.39,20.39,16.4,22.3,18.93
2024-04-18 00:45,45.75,50.38,50.32,51.78,37.31,49.08,33.5,48.21,17.73,16.24,16.97,16.4,20.39,16.43,22.33,19.0
2024-04-18 00:47,45.77,50.46,49.99,50.94,37.44,49.17,33.31,48.12,17.8,16.3,17.18,16.78,20.4,16.5,22.54,19.15
2024-04-18 00:49,45.72,50.3,49.14,49.84,37.3,49.06,32.9,47.61,17.78,16.3,17.44,17.11,20.42,16.48,22.73,19.29
2024-04-18 00:52,45.7,50.22,48.39,48.94,37.15,48.91,32.5,47.11,17.7,16.3,17.67,17.37,20.48,16.5,22.88,19.42
2024-04-18 00:54,45.68,50.12,48.22,48.9,37.01,48.7,32.25,46.79,17.67,16.26,17.6,17.21,20.5,16.51,22.9,19.49
2024-04-18 00:56,45.76,50.1,48.37,49.27,36.92,48.55,32.12,46.54,17.57,16.2,17.45,16.99,20.5,16.5,22.9,19.5
2024-04-18 00:58,45.8,50.05,48.48,49.61,36.86,48.45,32.06,46.45,17.5,16.2,17.33,16.82,20.48,16.5,22.89,19.48
2024-04-18 01:00,45.58,50.03,48.74,49.93,36.77,48.37,31.94,46.43,17.59,16.15,17.21,16.65,20.4,16.5,22.9,19.4
2024-04-18 01:02,45.6,50.0,48.87,50.15,36.63,48.28,31.84,46.34,17.52,16.1,17.11,16.52,20.43,16.49,22.9,19.4
2024-04-18 01:04,45.7,50.1,49.25,50.39,36.65,48.25,31.75,46.51,17.48,16.09,17.1,16.59,20.4,16.48,22.99,19.4
2024-04-18 01:06,45.67,50.16,48.77,49.65,36.74,48.39,31.6,46.48,17.51,16.1,17.35,16.91,20.43,16.44,23.17,19.47
2024-04-18 01:12,45.85,50.12,48.88,50.07,36.63,48.18,31.35,46.05,17.4,16.03,17.1,16.57,20.4,16.47,23.1,19.48
