ts,humidity1,humidity2,humidity3,humidity4,humidity5,humidity6,humidity7,humidity8,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8
2024-04-21 00:02:02,47.74,50.57,52.86,54.09,40.54,40.46,37.83,48.98,17.70,16.83,17.54,17.07,19.56,19.90,21.53,19.96
2024-04-21 00:04:07,48.37,51.12,50.68,51.67,41.31,41.19,36.35,47.17,17.70,16.86,17.70,17.25,19.52,19.90,21.96,20.35
2024-04-21 00:06:12,48.11,50.61,48.82,49.99,41.20,41.05,34.74,44.94,17.72,16.97,17.70,17.12,19.63,20.02,22.01,20.53
2024-04-21 00:08:17,46.93,49.06,48.18,49.25,39.82,39.88,33.88,43.91,17.93,17.31,17.73,17.18,20.06,20.36,22.06,20.60
2024-04-21 00:10:22,45.68,47.45,47.13,47.95,38.35,38.62,33.63,43.36,18.18,17.65,17.84,17.38,20.51,20.67,21.88,20.55
2024-04-21 00:12:27,44.56,46.23,46.32,47.25,37.41,37.76,33.28,43.01,18.40,17.87,17.90,17.38,20.69,20.88,21.79,20.50
2024-04-21 00:14:32,44.16,46.03,45.98,47.28,37.35,37.68,33.23,42.69,18.40,17.75,17.86,17.18,20.54,20.76,21.65,20.43
2024-04-21 00:16:37,44.03,46.03,46.28,47.68,37.50,37.69,33.18,42.72,18.40,17.70,17.72,17.08,20.41,20.70,21.73,20.41
2024-04-21 00:18:42,44.11,46.24,46.38,47.72,37.75,37.80,33.25,42.87,18.34,17.55,17.70,17.09,20.28,20.61,21.64,20.35
2024-04-21 00:20:47,44.15,46.47,46.12,47.37,37.92,37.88,33.36,42.93,18.31,17.48,17.79,17.17,20.14,20.50,21.59,20.30
2024-04-21 00:22:52,44.27,46.55,46.06,47.52,38.02,37.91,33.41,43.04,18.21,17.40,17.79,17.07,20.06,20.50,21.52,20.22
2024-04-21 00:24:57,44.48,46.69,46.24,47.77,38.19,38.03,33.54,43.09,18.18,17.40,17.69,16.95,20.01,20.41,21.46,20.22
2024-04-21 00:27:02,44.21,46.22,46.34,47.68,37.81,37.78,33.52,42.93,18.26,17.57,17.64,16.99,20.22,20.57,21.37,20.20
2024-04-21 00:29:07,43.95,45.97,45.95,47.34,37.46,37.52,33.56,42.93,18.30,17.60,17.67,16.98,20.29,20.62,21.33,20.13
2024-04-21 00:31:12,43.89,45.92,46.06,47.49,37.48,37.54,33.44,42.86,18.27,17.55,17.62,16.93,20.21,20.54,21.38,20.20
2024-04-21 00:33:17,43.94,46.12,45.98,47.38,37.70,37.63,33.25,42.76,18.20,17.44,17.67,16.98,20.10,20.48,21.38,20.16
2024-04-21 00:35:22,44.07,46.38,46.06,47.34,37.92,37.82,33.67,43.12,18.16,17.33,17.69,17.00,20.00,20.40,21.21,20.02
2024-04-21 00:37:27,44.21,46.62,46.05,47.35,38.02,37.92,33.65,43.08,18.09,17.24,17.66,16.99,19.92,20.35,21.28,20.03
2024-04-21 00:39:32,44.29,46.65,45.95,47.37,38.09,37.95,33.42,43.06,18.02,17.20,17.57,16.90,19.86,20.30,21.38,20.06
2024-04-21 00:41:37,44.39,46.70,45.96,47.40,38.31,38.04,33.00,42.71,17.99,17.18,17.50,16.82,19.79,20.22,21.46,20.10
2024-04-21 00:43:42,44.77,46.97,46.82,48.10,38.39,38.32,33.53,43.17,18.04,17.32,17.50,16.87,19.97,20.37,21.40,20.10
2024-04-21 00:45:47,44.18,46.07,46.54,47.70,37.43,37.52,33.52,43.18,18.26,17.65,17.59,17.00,20.42,20.70,21.51,20.16
2024-04-21 00:47:52,43.53,45.19,46.20,47.23,36.67,36.95,32.90,42.79,18.47,17.94,17.66,17.12,20.76,20.95,21.70,20.24
2024-04-21 00:49:57,43.26,45.01,45.91,46.93,36.52,36.75,32.88,42.69,18.50,17.92,17.70,17.16,20.72,20.95,21.73,20.28
2024-04-21 00:52:02,43.31,45.12,46.12,47.29,36.86,36.98,32.72,42.68,18.50,17.88,17.66,17.06,20.51,20.82,21.77,20.29
2024-04-21 00:54:07,43.38,45.34,46.20,47.38,37.13,37.17,33.01,42.78,18.47,17.75,17.62,17.02,20.37,20.71,21.63,20.22
2024-04-21 00:56:12,43.43,45.51,46.12,47.31,37.41,37.40,32.95,42.72,18.40,17.63,17.60,17.00,20.19,20.57,21.53,20.17
2024-04-21 00:58:17,43.53,45.80,45.88,46.93,37.57,37.52,33.06,42.69,18.32,17.50,17.60,17.00,20.07,20.48,21.32,20.02
2024-04-21 01:00:22,43.60,45.83,45.73,46.82,37.65,37.58,32.99,42.64,18.20,17.42,17.55,16.98,19.98,20.40,21.29,20.01
2024-04-21 01:02:27,43.73,45.90,45.90,46.99,37.70,37.58,33.26,42.91,18.17,17.42,17.54,16.98,19.96,20.38,21.23,19.93
2024-04-21 01:04:32,43.36,45.40,45.80,46.78,37.15,37.15,33.28,43.02,18.28,17.56,17.59,17.08,20.19,20.58,21.26,19.90
2024-04-21 01:06:37,43.31,45.49,45.62,46.69,37.13,37.13,33.05,42.91,18.30,17.50,17.60,17.00,20.12,20.52,21.38,19.90
2024-04-21 01:08:42,43.43,45.62,45.77,46.92,37.37,37.27,33.02,42.97,18.21,17.43,17.59,17.00,20.04,20.46,21.35,19.93
2024-04-21 01:10:47,43.69,45.84,45.98,47.27,37.73,37.52,33.12,42.95,18.15,17.39,17.48,16.82,19.91,20.38,21.39,20.00
2024-04-21 01:12:52,43.83,46.15,46.24,47.59,37.97,37.73,32.94,42.87,18.10,17.29,17.40,16.70,19.81,20.30,21.46,20.00
2024-04-21 01:14:57,43.97,46.31,46.37,47.66,38.05,37.87,33.16,43.07,18.10,17.23,17.40,16.78,19.80,20.27,21.31,19.93
2024-04-21 01:17:02,44.34,46.71,46.48,47.62,38.33,38.18,33.52,43.24,18.07,17.28,17.42,16.85,19.88,20.32,21.25,19.90
2024-04-21 01:19:07,43.77,45.74,46.12,47.10,37.38,37.39,33.30,43.19,18.29,17.65,17.54,17.02,20.32,20.62,21.37,19.95
2024-04-21 01:21:12,43.11,44.77,45.86,46.82,36.51,36.69,32.98,42.81,18.57,18.03,17.62,17.12,20.70,20.96,21.55,20.10
2024-04-21 01:23:17,42.58,44.11,45.65,46.59,35.84,35.99,32.56,42.73,18.81,18.28,17.86,17.32,21.05,21.32,21.93,20.23
2024-04-21 01:25:22,42.47,44.29,45.28,46.41,35.78,35.79,32.02,42.52,18.90,18.20,18.10,17.49,21.10,21.45,22.31,20.42
2024-04-21 01:27:27,42.50,44.60,45.07,46.18,35.85,35.79,31.62,42.27,18.90,18.16,18.25,17.63,21.10,21.50,22.59,20.60
2024-04-21 01:29:32,42.69,44.96,44.72,45.84,35.88,35.84,31.22,41.91,18.87,18.03,18.36,17.74,21.10,21.49,22.80,20.77
2024-04-21 01:31:37,42.82,45.22,44.22,45.48,35.87,35.81,30.98,41.61,18.80,17.92,18.61,17.92,21.10,21.50,22.89,20.88
2024-04-21 01:33:42,43.03,45.57,43.95,45.39,36.00,35.83,31.04,41.67,18.79,17.83,18.77,18.00,21.10,21.50,22.96,20.90
2024-04-21 01:35:47,43.21,45.78,43.73,45.12,36.00,35.95,30.78,41.52,18.69,17.78,18.84,18.09,21.08,21.45,22.96,20.97
2024-04-21 01:37:52,43.52,45.98,43.62,44.91,36.23,36.15,31.12,41.54,18.57,17.70,18.90,18.22,20.93,21.34,22.82,21.00
2024-04-21 01:39:57,43.75,46.15,43.43,44.72,36.52,36.36,31.24,41.50,18.48,17.63,18.97,18.29,20.82,21.27,22.72,21.00
2024-04-21 01:42:02,44.03,46.36,43.38,44.74,36.70,36.46,31.39,41.50,18.40,17.60,19.01,18.30,20.72,21.20,22.70,21.00
2024-04-21 01:44:07,44.22,46.55,43.30,44.76,36.94,36.54,31.48,41.59,18.31,17.55,19.10,18.30,20.68,21.20,22.68,21.00
2024-04-21 01:46:12,44.37,46.68,43.20,44.68,37.02,36.58,31.37,41.46,18.30,17.50,19.10,18.30,20.63,21.20,22.68,21.03
2024-04-21 01:48:17,44.48,46.78,43.14,44.58,37.08,36.67,31.38,41.36,18.27,17.50,19.10,18.31,20.60,21.17,22.67,21.09
2024-04-21 01:50:22,44.54,46.82,43.09,44.53,37.13,36.80,31.42,41.35,18.22,17.47,19.13,18.34,20.60,21.10,22.66,21.06
2024-04-21 01:52:27,44.50,46.86,42.98,44.53,37.05,36.79,31.53,41.50,18.29,17.47,19.20,18.39,20.61,21.10,22.60,21.00
2024-04-21 01:54:32,44.53,46.87,43.07,44.74,37.10,36.87,31.54,41.59,18.23,17.48,19.20,18.30,20.60,21.07,22.72,21.00
2024-04-21 01:56:37,44.61,46.96,43.00,44.62,37.20,36.93,31.48,41.54,18.21,17.41,19.20,18.36,20.60,21.06,22.66,21.03
2024-04-21 01:58:42,44.72,47.05,42.96,44.58,37.25,36.95,31.50,41.47,18.20,17.42,19.20,18.32,20.59,21.10,22.67,21.02
2024-04-21 02:00:47,44.90,47.17,43.10,44.68,37.30,36.94,31.61,41.55,18.13,17.40,19.20,18.36,20.57,21.08,22.63,21.07
2024-04-21 02:02:52,45.06,47.31,43.23,44.85,37.33,37.03,31.72,41.67,18.10,17.40,19.23,18.40,20.60,21.07,22.70,21.10
2024-04-21 02:04:57,45.18,47.37,43.08,44.65,37.38,37.08,31.83,41.66,18.10,17.40,19.31,18.47,20.60,21.08,22.57,21.10
2024-04-21 02:07:02,45.18,47.29,42.59,44.19,37.38,37.10,31.72,41.48,18.10,17.40,19.40,18.55,20.59,21.03,22.57,21.09
2024-04-21 02:09:07,45.12,47.23,42.52,44.16,37.27,36.97,31.61,41.45,18.10,17.40,19.42,18.57,20.64,21.10,22.67,21.10
2024-04-21 02:11:12,45.17,47.32,42.65,44.38,37.12,36.98,31.61,41.59,18.10,17.40,19.43,18.58,20.70,21.10,22.72,21.10
2024-04-21 02:13:17,45.22,47.34,42.62,44.35,37.03,36.93,31.53,41.47,18.10,17.40,19.42,18.50,20.76,21.10,22.75,21.13
2024-04-21 02:15:22,45.18,47.30,42.82,44.57,37.09,36.98,31.53,41.47,18.10,17.40,19.40,18.48,20.71,21.10,22.77,21.19
2024-04-21 02:17:27,45.31,47.40,43.00,44.66,37.17,37.06,31.89,41.61,18.10,17.40,19.38,18.49,20.71,21.10,22.68,21.20
2024-04-21 02:19:32,45.33,47.41,42.92,44.67,37.15,37.02,31.43,41.44,18.10,17.40,19.32,18.44,20.71,21.11,22.87,21.20
2024-04-21 02:21:37,45.28,47.41,42.71,44.32,37.06,36.95,31.39,41.25,18.10,17.40,19.38,18.51,20.78,21.14,22.72,21.18
2024-04-21 02:23:42,45.29,47.34,42.57,44.21,37.01,36.87,31.71,41.33,18.05,17.40,19.40,18.57,20.72,21.19,22.57,21.13
2024-04-21 02:25:47,45.39,47.35,42.38,44.10,37.11,36.85,31.69,41.23,18.00,17.40,19.47,18.53,20.70,21.17,22.52,21.19
2024-04-21 02:27:52,45.42,47.35,42.40,44.05,37.06,36.85,31.76,41.26,18.00,17.39,19.41,18.58,20.70,21.12,22.45,21.13
2024-04-21 02:29:57,45.35,47.29,42.37,43.99,37.01,36.88,31.96,41.25,18.00,17.32,19.47,18.60,20.70,21.09,22.33,21.10
2024-04-21 02:32:02,45.18,47.21,42.09,43.82,36.91,36.82,31.78,41.18,18.00,17.31,19.50,18.60,20.70,21.10,22.46,21.10
2024-04-21 02:34:07,45.20,47.23,42.20,44.04,36.96,36.78,31.68,41.34,18.00,17.30,19.50,18.57,20.65,21.10,22.58,21.11
2024-04-21 02:36:12,45.15,47.21,42.30,44.12,36.93,36.74,31.52,41.23,18.00,17.30,19.50,18.54,20.65,21.10,22.66,21.12
2024-04-21 02:38:17,45.15,47.19,42.11,43.78,36.83,36.66,31.44,41.07,17.99,17.30,19.44,18.53,20.68,21.10,22.56,21.10
2024-04-21 02:40:22,45.05,47.12,41.97,43.68,36.82,36.62,31.15,40.82,17.99,17.30,19.40,18.49,20.62,21.10,22.60,21.10
2024-04-21 02:42:27,44.97,46.99,41.95,43.77,36.83,36.56,31.31,41.02,18.00,17.30,19.42,18.47,20.60,21.08,22.55,21.00
2024-04-21 02:44:32,45.08,47.12,42.15,43.97,36.97,36.63,31.29,41.13,17.98,17.30,19.40,18.43,20.55,21.08,22.59,21.01
2024-04-21 02:46:37,45.11,47.11,42.27,43.98,36.92,36.69,31.67,41.35,17.95,17.30,19.40,18.50,20.60,21.04,22.44,20.96
2024-04-21 02:48:42,45.12,47.21,42.31,44.11,36.87,36.70,31.68,41.58,17.98,17.30,19.40,18.50,20.65,21.10,22.55,20.97
2024-04-21 02:50:47,45.22,47.23,42.23,44.02,36.90,36.68,31.45,41.41,17.90,17.30,19.40,18.48,20.60,21.10,22.64,21.01
2024-04-21 02:52:52,45.18,47.22,42.21,44.04,36.82,36.60,31.44,41.32,17.91,17.26,19.40,18.48,20.66,21.10,22.67,21.02
2024-04-21 02:54:57,45.19,47.17,42.25,44.02,36.75,36.55,31.28,41.28,17.90,17.26,19.40,18.50,20.68,21.10,22.70,21.09
2024-04-21 02:57:02,45.30,47.23,42.08,43.81,36.73,36.54,31.35,41.16,17.86,17.21,19.47,18.52,20.68,21.10,22.60,21.10
2024-04-21 02:59:07,45.30,47.23,41.89,43.62,36.78,36.52,31.42,41.02,17.85,17.20,19.50,18.58,20.61,21.10,22.53,21.10
2024-04-21 03:01:12,45.16,47.13,41.77,43.61,36.71,36.45,31.32,40.94,17.84,17.20,19.50,18.52,20.60,21.09,22.53,21.10
2024-04-21 03:03:17,45.15,47.11,41.69,43.70,36.72,36.50,31.29,41.05,17.81,17.20,19.57,18.50,20.58,21.00,22.60,21.02
2024-04-21 03:05:22,45.16,47.19,41.49,43.63,36.72,36.55,31.25,41.12,17.83,17.19,19.62,18.53,20.60,21.00,22.56,21.00
2024-04-21 03:07:27,45.10,47.20,41.50,43.74,36.62,36.47,31.33,41.16,17.88,17.18,19.62,18.49,20.61,21.05,22.57,21.00
2024-04-21 03:09:32,45.09,47.13,41.60,43.79,36.63,36.46,31.29,41.08,17.88,17.19,19.58,18.49,20.61,21.00,22.57,21.06
2024-04-21 03:11:37,45.11,47.13,41.68,43.84,36.53,36.47,31.37,41.00,17.80,17.20,19.53,18.43,20.63,21.02,22.56,21.10
2024-04-21 03:13:42,45.03,47.09,41.53,43.71,36.60,36.40,31.18,40.92,17.82,17.17,19.55,18.47,20.58,21.00,22.60,21.09
2024-04-21 03:15:47,44.98,47.03,41.47,43.77,36.63,36.36,31.07,40.86,17.80,17.10,19.60,18.42,20.51,21.00,22.66,21.10
2024-04-21 03:17:52,45.07,47.10,41.38,43.60,36.73,36.37,31.22,40.87,17.78,17.10,19.58,18.47,20.45,21.00,22.51,21.02
2024-04-21 03:19:57,44.94,46.82,41.60,43.80,36.67,36.39,31.13,40.93,17.93,17.30,19.50,18.40,20.57,21.07,22.67,21.00
2024-04-21 03:22:02,44.15,45.91,41.58,43.63,36.11,35.98,30.81,40.88,18.15,17.58,19.50,18.45,20.79,21.20,22.80,21.07
2024-04-21 03:24:07,43.97,45.74,41.31,43.21,35.95,35.94,30.50,40.52,18.10,17.50,19.50,18.50,20.76,21.09,22.76,21.08
2024-04-21 03:26:12,43.92,45.73,41.21,43.03,35.92,35.97,30.82,40.62,18.07,17.44,19.49,18.53,20.67,21.01,22.56,21.00
2024-04-21 03:28:17,44.03,45.85,41.18,43.13,35.98,35.90,30.69,40.54,17.98,17.34,19.49,18.43,20.60,21.00,22.61,20.97
2024-04-21 03:30:22,44.06,45.94,41.08,42.95,35.96,35.92,30.68,40.51,17.90,17.28,19.41,18.43,20.56,20.90,22.49,20.90
2024-04-21 03:32:27,44.15,46.03,41.12,42.96,36.10,35.98,30.78,40.57,17.85,17.20,19.40,18.43,20.47,20.90,22.43,20.90
2024-04-21 03:34:32,44.23,46.15,41.15,43.08,36.16,35.98,30.88,40.67,17.80,17.15,19.40,18.40,20.42,20.90,22.45,20.85
2024-04-21 03:36:37,44.35,46.27,41.36,43.20,36.17,36.01,30.88,40.77,17.73,17.10,19.32,18.34,20.40,20.85,22.44,20.80
2024-04-21 03:38:42,45.36,47.21,41.90,43.60,36.84,36.81,31.07,40.93,17.79,17.20,19.28,18.38,20.52,20.88,22.42,20.80
2024-04-21 03:40:47,45.07,46.75,42.02,44.08,36.64,36.68,31.18,41.23,18.18,17.63,19.40,18.36,20.86,21.18,22.60,20.83
2024-04-21 03:42:52,43.82,45.41,41.73,43.80,35.77,35.94,31.03,41.24,18.51,17.97,19.52,18.43,21.16,21.38,22.65,20.81
2024-04-21 03:44:57,43.23,44.92,41.32,43.47,35.41,35.58,30.79,41.15,18.50,17.89,19.57,18.48,21.08,21.33,22.69,20.81
2024-04-21 03:47:02,43.14,44.93,41.27,43.24,35.46,35.69,30.78,40.96,18.39,17.77,19.50,18.49,20.95,21.20,22.60,20.90
2024-04-21 03:49:07,43.23,45.11,41.17,43.05,35.49,35.65,30.81,40.74,18.28,17.63,19.48,18.50,20.84,21.11,22.45,20.90
2024-04-21 03:51:12,43.25,45.31,40.93,42.91,35.71,35.68,30.62,40.58,18.21,17.49,19.45,18.36,20.66,21.04,22.50,20.81
2024-04-21 03:53:17,43.37,45.40,40.97,42.93,35.69,35.68,30.61,40.62,18.12,17.37,19.40,18.38,20.60,21.00,22.39,20.80
2024-04-21 03:55:22,43.53,45.61,41.10,43.12,35.82,35.78,30.79,40.73,18.01,17.30,19.30,18.28,20.52,20.93,22.32,20.71
2024-04-21 03:57:27,43.74,45.79,41.08,43.09,35.98,35.87,30.83,40.85,17.94,17.20,19.35,18.31,20.45,20.90,22.33,20.69
2024-04-21 03:59:32,43.80,45.88,40.93,42.97,36.01,35.92,30.83,40.73,17.89,17.17,19.38,18.31,20.40,20.82,22.28,20.70
2024-04-21 04:01:37,43.87,45.96,41.01,42.96,36.10,35.98,30.92,40.71,17.82,17.10,19.33,18.32,20.32,20.75,22.20,20.69
2024-04-21 04:03:42,44.00,46.13,40.88,42.78,36.05,36.08,31.08,40.77,17.75,17.01,19.40,18.39,20.37,20.70,22.04,20.70
2024-04-21 04:05:47,44.03,46.14,40.58,42.58,35.98,36.00,31.09,40.60,17.70,17.00,19.45,18.39,20.37,20.70,22.00,20.68
2024-04-21 04:07:52,44.08,46.19,40.52,42.63,36.04,35.99,30.92,40.43,17.70,16.94,19.36,18.28,20.30,20.70,22.06,20.68
2024-04-21 04:09:57,44.08,46.16,40.68,42.69,35.98,35.99,30.84,40.46,17.69,16.93,19.28,18.26,20.30,20.70,22.10,20.68
2024-04-21 04:12:02,44.08,46.14,40.82,42.81,35.90,35.89,30.85,40.47,17.63,16.90,19.29,18.22,20.30,20.70,22.10,20.66
2024-04-21 04:14:07,44.12,46.26,40.93,43.06,35.94,36.02,30.80,40.54,17.60,16.90,19.22,18.12,20.30,20.63,22.18,20.69
2024-04-21 04:16:12,44.18,46.33,41.05,43.00,36.00,36.11,30.87,40.56,17.65,16.95,19.21,18.21,20.33,20.63,22.14,20.70
2024-04-21 04:18:17,43.53,45.42,40.84,42.77,35.57,35.65,30.70,40.54,17.93,17.27,19.30,18.30,20.56,20.87,22.20,20.70
2024-04-21 04:20:22,43.37,45.28,40.78,42.73,35.47,35.51,30.77,40.48,17.90,17.23,19.30,18.28,20.51,20.83,22.23,20.70
2024-04-21 04:22:27,43.47,45.40,40.86,42.86,35.51,35.57,30.43,40.31,17.84,17.18,19.17,18.15,20.49,20.80,22.38,20.71
2024-04-21 04:24:32,43.43,45.47,40.98,42.78,35.45,35.56,30.32,40.22,17.79,17.07,19.08,18.13,20.46,20.78,22.33,20.71
2024-04-21 04:26:37,43.62,45.68,40.96,42.82,35.55,35.60,30.46,40.23,17.69,16.99,19.09,18.10,20.36,20.70,22.18,20.67
2024-04-21 04:28:42,43.77,45.77,40.92,42.73,35.67,35.66,30.60,40.28,17.60,16.91,19.10,18.13,20.26,20.62,22.05,20.63
2024-04-21 04:30:47,44.44,46.38,41.07,42.83,36.19,36.14,30.81,40.38,17.66,17.01,19.12,18.20,20.28,20.66,22.00,20.57
